object,action,provider,event_id,channel,tier,builds,already_mapped,verify,pass,method,message,fields
authentication,error,Microsoft-Windows-NTLM,301,Microsoft-Windows-Authentication/AuthenticationPolicyFailures-DomainController,log,W11+W2022,False,ok,uncapped,sweep,ecause access control restrictions are required.Account Name: {AccountName}Device Name: {DeviceName}Error Code: {Status}Authentication Policy Information: Silo Name: {SiloName} PolicyName: {PolicyName,"{AccountName, DeviceName, PolicyName, SiloName, Status}"
authentication,error,Microsoft-Windows-NlaSvc,4343,Microsoft-Windows-NlaSvc/Operational,log,W11+W2022,False,ok,uncapped,sweep,LDAP authentication on interface {Interface Name} ({Addresses}) failed with error {ErrorCode},"{Addresses, ErrorCode}"
authentication,error,Microsoft-Windows-OneX,21,Microsoft-Windows-OneX/Diagnostic,log,W11+W2022,False,ok,uncapped,sweep,Port({Context}): Error {ErrorCode} in calling WTSQueryUserToken. Proposing machine authentication.,"{Context, ErrorCode}"
authentication,error,Microsoft-Windows-OtpCredentialProviderEvt,10003,Microsoft-Windows-OtpCredentialProvider/Operational,log,W11+W2022,False,ok,uncapped,sweep,The certificate request for OTP authentication cannot be initialized. Either a private key cannot be generated; or user {us,"{templateName, user}"
authentication,error,Microsoft-Windows-OtpCredentialProviderEvt,10004,Microsoft-Windows-OtpCredentialProvider/Operational,log,W11+W2022,False,ok,uncapped,sweep,A certificate for OTP authentication cannot be created. Error code: 0x{errorCode},{errorCode}
authentication,error,Microsoft-Windows-OtpCredentialProviderEvt,10005,Microsoft-Windows-OtpCredentialProvider/Operational,log,W11+W2022,False,ok,uncapped,sweep,OTP authentication on Remote Access server {serverAddress} for user {user} did not succeed. Error code: 0x{errorCode}.,"{errorCode, serverAddress, user}"
authentication,error,Microsoft-Windows-OtpCredentialProviderEvt,10015,Microsoft-Windows-OtpCredentialProvider/Operational,log,W11+W2022,False,ok,uncapped,sweep,OTP authentication cannot complete as expected. There is a problem with the OTP certificate. Error code: 0x{errorCode}. Type in OTP credentials again.,{errorCode}
authentication,error,Microsoft-Windows-RasSstp,23,,etw,W11+W2022,False,ok,uncapped,sweep,CoId={CoId}:The initial Secure Socket Tunneling Protocol request could not be successfully sent to the server. This can be due to the presence of a web proxy betwee,{CoId}
authentication,error,Microsoft-Windows-RemoteDesktopServices-RdpCoreTS,149,Microsoft-Windows-RemoteDesktopServices-RdpCoreTS/Operational,log,W11+W2022,False,ok,uncapped,sweep,Logon certificate sent by client did not pass validation. Error: {ErrorCode},{ErrorCode}
authentication,error,Microsoft-Windows-SENSE,405,Microsoft-Windows-SENSE/Operational,log,W11+W2022,False,ok,uncapped,sweep,to communicate with authentication service. {requestType} request failed; hresult: {HRESULT}; HTTP error code: {errorCode} .,"{HRESULT, errorCode, requestType}"
authentication,error,Microsoft-Windows-SENSE,406,Microsoft-Windows-SENSE/Operational,log,W11+W2022,False,ok,uncapped,sweep,Request for {requestType} rejected by authentication service. Hresult: {HRESULT}; error code: {errorCode} .,"{HRESULT, errorCode, requestType}"
authentication,error,Microsoft-Windows-SMBClient,31000,Microsoft-Windows-SMBClient/Security,log,W11+W2022,False,ok,uncapped,sweep,{Reason}.Error: {Status}Security status: {SecurityStatus}User name: {Reason}0Logon ID: {LogonId}Serrver name: {Ser,"{LogonId, Reason, SecurityStatus, ServerName, Status}"
authentication,error,Microsoft-Windows-SMBClient,31001,Microsoft-Windows-SMBClient/Security,log,W11+W2022,False,ok,uncapped,sweep,{Reason}.Error: {Status}Security status: {SecurityStatus}User name: {Reason}0Logon ID: {LogonId}Server name: {Serv,"{LogonId, PrincipalName, Reason, SecurityStatus, ServerName, Status}"
authentication,error,Microsoft-Windows-SMBClient,31002,Microsoft-Windows-SMBClient/Security,log,W11+W2022,False,ok,uncapped,sweep,The outbound authentication failed using a network token.Error: {Status}Server name: {ServerName}Guidance:This typically indicates that delegation must be configu,"{ServerName, Status}"
authentication,error,Microsoft-Windows-SMBServer,551,Microsoft-Windows-SMBServer/Security,log,W11+W2022,False,ok,uncapped,sweep,serName}Session ID: {SessionId}Status: {TranslatedStatus} ({Status})Guidance:You should expect this error when attempting to connect to shares using incorrect credentials.This error does not always in,"{ClientAddress, SessionGUID, SessionId, Status, TranslatedStatus, UserName}"
authentication,error,Microsoft-Windows-SMBServer,1007,Microsoft-Windows-SMBServer/Security,log,W11+W2022,False,ok,uncapped,sweep,dress: {ClientAddress}Share Name: {ShareName}Share Path: {SharePath}Guidance:You should expect this error when a client attempts to connect to shares and does not provide any credentials. This indicat,"{ClientAddress, ClientName, ShareName, SharePath}"
authentication,error,Microsoft-Windows-SMBServer,1009,Microsoft-Windows-SMBServer/Security,log,W11+W2022,False,ok,uncapped,sweep,{ClientName} Client Address: {ClientAddress}Session ID: {SessionId}Guidance:You should expect this error when a client attempts to connect to shares and does not provide any credentials. This indicate,"{ClientAddress, ClientName, SessionId}"
authentication,error,Microsoft-Windows-SMBServer,3009,Microsoft-Windows-SMBServer/Audit,log,W11,False,ok,priority,both,An error occurred while checking client certificate chain access during mutual authentication. Win32 error c,"{ClientSocketAddress, Error, ServerName}"
authentication,error,Microsoft-Windows-Security-Auditing,4625,Security,log,W11+W2022,False,ok,uncapped,sweep,e (NTLM only): {SubjectUserSid}6 Key Length: {SubjectUserSid}7This event is generated when a logon request fails. It is generated on the computer where access was attempted.The Subject fields indicate,"{FailureReason, Status, SubjectDomainName, SubjectLogonId, SubjectUserName, SubjectUserSid, TargetDomainName, TargetUserName, TargetUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,4768,Security,log,W11+W2022,False,ok,uncapped,sweep,A Kerberos authentication ticket (TGT) was requested.Account Information: Account Name: {TargetUserName} Supplied Realm Name: {TargetDomainName} User I,"{PreAuthType, ServiceName, ServiceSid, Status, TargetDomainName, TargetSid, TargetUserName, TicketEncryptionType, TicketOptions}"
authentication,error,Microsoft-Windows-Security-Auditing,4769,Security,log,W11+W2022,False,ok,uncapped,sweep,A Kerberos service ticket was requested.Account Information: Account Name: {TargetUserName} Account Domain: {TargetDomainName} Logon GUID,"{IpAddress, IpPort, ServiceName, ServiceSid, Status, TargetDomainName, TargetUserName, TicketEncryptionType, TicketOptions}"
authentication,error,Microsoft-Windows-Security-Auditing,4772,Security,log,W11+W2022,False,ok,uncapped,sweep,A Kerberos authentication ticket request failed.Account Information: Account Name: {TargetUserName} Supplied Realm Name: {TargetDomainName},"{FailureCode, IpAddress, IpPort, ServiceName, TargetDomainName, TargetUserName, TicketOptions}"
authentication,error,Microsoft-Windows-Security-Auditing,4776,Security,log,W11+W2022,False,ok,uncapped,sweep,uthentication Package: {PackageName}Logon Account: {TargetUserName}Source Workstation: {Workstation}Error Code: {Status},"{PackageName, Status, TargetUserName, Workstation}"
authentication,error,Microsoft-Windows-Security-Auditing,4777,Security,log,W11+W2022,False,ok,uncapped,sweep,entication Package: {ClientUserName}Logon Account: {TargetUserName}Source Workstation: {Workstation}Error Code: {Status},"{ClientUserName, Status, TargetUserName, Workstation}"
authentication,error,Microsoft-Windows-Security-Auditing,4821,Security,log,W11+W2022,False,ok,uncapped,sweep,{TargetUserName}0 Transited Services: {TargetUserName}2This event is generated every time access is requested to a resource such as a computer or a Windows service. The service name indicates the reso,"{DeviceName, IpAddress, IpPort, ServiceName, ServiceSid, TargetDomainName, TargetUserName, TicketEncryptionType, TicketOptions}"
authentication,error,Microsoft-Windows-Security-Auditing,4822,Security,log,W11+W2022,False,ok,uncapped,sweep,ccount was a member of the Protected User group.Account Name: {AccountName}Device Name: {DeviceName}Error Code: {Status},"{AccountName, DeviceName, Status}"
authentication,error,Microsoft-Windows-Security-Auditing,4823,Security,log,W11+W2022,False,ok,uncapped,sweep,ecause access control restrictions are required.Account Name: {AccountName}Device Name: {DeviceName}Error Code: {Status}Authentication Policy Information: Silo Name: {SiloName} PolicyName: {PolicyName,"{AccountName, DeviceName, PolicyName, SiloName, Status}"
authentication,error,Microsoft-Windows-Security-Auditing,4888,Security,log,W11,False,ok,uncapped,sweep,Certificate Services denied a certificate request. Request ID: {RequestId}Requester: {Requester}Attributes: {Attributes}Disposition: {Disposition}SKI,"{Attributes, AuthenticationLevel, AuthenticationService, DCOMorRPC, Disposition, RequestId, Requester, Subject, SubjectKeyIdentifier}"
authentication,error,Microsoft-Windows-Security-Auditing,5168,Security,log,W11+W2022,False,ok,uncapped,sweep,serName} Account Domain: {SubjectDomainName} Logon ID: {SubjectLogonId}SPN: SPN Name: {SpnName} Error Code: {ErrorCode}Server Information: Server Names: {ServerNames} Configured Names: {ConfiguredNa,"{ConfiguredNames, ErrorCode, IpAddresses, ServerNames, SpnName, SubjectDomainName, SubjectLogonId, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,5378,Security,log,W11+W2022,False,ok,uncapped,sweep,The requested credentials delegation was disallowed by policy.Subject: Security ID: {SubjectUserSid} Account Nam,"{CredType, Package, SubjectDomainName, SubjectLogonId, SubjectUserName, SubjectUserSid, TargetServer, UserUPN}"
authentication,error,Microsoft-Windows-Security-Auditing,5632,Security,log,W11+W2022,False,ok,uncapped,sweep,{LocalMac} Peer MAC Address: {PeerMac}Additional Information: Reason Code: {SSID}0 ({ReasonCode}) Error Code: {SSID}1,"{Identity, IntfGuid, LocalMac, PeerMac, ReasonCode, SSID, SubjectDomainName, SubjectLogonId, SubjectUserName}"
authentication,error,Microsoft-Windows-Security-Auditing,5633,Security,log,W11+W2022,False,ok,uncapped,sweep,}Interface: Name: {InterfaceName}Additional Information Reason Code: {ReasonText} ({ReasonCode}) Error Code: {ErrorCode},"{ErrorCode, Identity, InterfaceName, ReasonCode, ReasonText, SubjectDomainName, SubjectLogonId, SubjectUserName}"
authentication,error,Microsoft-Windows-Security-Auditing,6272,Security,log,W11+W2022,False,ok,uncapped,sweep,y Name: {SubjectUserSid}6 Client IP Address: {SubjectUserSid}7Authentication Details: Connection Request Policy Name: {SubjectUserSid}8 Network Policy Name: {SubjectUserSid}9 Authentication Provider: ,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6273,Security,log,W11+W2022,False,ok,uncapped,sweep,y Name: {SubjectUserSid}6 Client IP Address: {SubjectUserSid}7Authentication Details: Connection Request Policy Name: {SubjectUserSid}8 Network Policy Name: {SubjectUserSid}9 Authentication Provider: ,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6274,Security,log,W11+W2022,False,ok,uncapped,sweep,Network Policy Server discarded the request for a user.Contact the Network Policy Server administrator for more information.User: Security ID:,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6275,Security,log,W11+W2022,False,ok,uncapped,sweep,Network Policy Server discarded the accounting request for a user.Contact the Network Policy Server administrator for more information.User: Security ID:,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6276,Security,log,W11+W2022,False,ok,uncapped,sweep,y Name: {SubjectUserSid}6 Client IP Address: {SubjectUserSid}7Authentication Details: Connection Request Policy Name: {SubjectUserSid}8 Network Policy Name: {SubjectUserSid}9 Authentication Provider: ,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6277,Security,log,W11+W2022,False,ok,uncapped,sweep,y Name: {SubjectUserSid}6 Client IP Address: {SubjectUserSid}7Authentication Details: Connection Request Policy Name: {SubjectUserSid}8 Network Policy Name: {SubjectUserSid}9 Authentication Provider: ,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6278,Security,log,W11+W2022,False,ok,uncapped,sweep,y Name: {SubjectUserSid}6 Client IP Address: {SubjectUserSid}7Authentication Details: Connection Request Policy Name: {SubjectUserSid}8 Network Policy Name: {SubjectUserSid}9 Authentication Provider: ,"{CalledStationID, FullyQualifiedSubjectMachineName, FullyQualifiedSubjectUserName, MachineInventory, SubjectDomainName, SubjectMachineName, SubjectMachineSID, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6419,Security,log,W11+W2022,False,ok,uncapped,sweep,A request was made to disable a device.Subject: Security ID: {SubjectUserSid} Account Name: {SubjectUserNam,"{ClassId, ClassName, DeviceDescription, DeviceId, HardwareIds, SubjectDomainName, SubjectLogonId, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Auditing,6421,Security,log,W11+W2022,False,ok,uncapped,sweep,A request was made to enable a device.Subject: Security ID: {SubjectUserSid} Account Name: {SubjectUserName,"{ClassId, ClassName, DeviceDescription, DeviceId, HardwareIds, SubjectDomainName, SubjectLogonId, SubjectUserName, SubjectUserSid}"
authentication,error,Microsoft-Windows-Security-Kerberos,13,,etw,W11+W2022,False,ok,uncapped,sweep,An error occurred while initializing the smart card logon library: {Error},{Error}
authentication,error,Microsoft-Windows-Security-Kerberos,100,Operational,log,W11+W2022,False,ok,agent,agent,The service principal name (SPN) {SPN} is not registered; which caused Kerberos authentication to fail: {ErrorCode}.,"{SPN, ErrorCode}"
authentication,error,Microsoft-Windows-Security-Kerberos,101,Operational,log,W11+W2022,False,ok,agent,agent,SPN {SPN} is registered on multiple accounts which caused Kerberos authentication to fail: {ErrorCode}.,"{SPN, ErrorCode}"
authentication,error,Microsoft-Windows-Security-Kerberos,106,Operational,log,W11+W2022,False,ok,uncapped,sweep,ceived a KDC certificate that does not have KDC EKU (not based on Kerberos Authentication Template).Error Code: {ErrorCode},{ErrorCode}
authentication,error,Microsoft-Windows-Security-Kerberos,2147483651,,etw,W11+W2022,False,ok,uncapped,sweep,A Kerberos error message was received: on logon session {LogonSession} Client Time: {ClientTime} Server Time: {Serve,"{ClientName, ClientRealm, ClientTime, ErrorCode, ErrorMessage, ExtendedError, LogonSession, ServerRealm, ServerTime}"
authentication,error,Microsoft-Windows-Security-Kerberos,2147483661,,etw,W11+W2022,False,ok,uncapped,sweep,d is deleted if the card is removed from the card reader or when the user logs off. To resolve this error; keep the card in the reader; open Credential Manager in Control Panel; and reenter the PIN fo,{Username}
authentication,error,Microsoft-Windows-Security-Kerberos,2147483662,,etw,W11+W2022,False,ok,uncapped,sweep,he logged on user changing the password from this computer or a different computer. To resolve this error; open Credential Manager in Control Panel; and reenter the password for the credential {Userna,{Username}
authentication,error,Microsoft-Windows-Security-Kerberos,2147483666,,etw,W11+W2022,False,ok,uncapped,sweep,gated TGT for the user ({ClientPrincipalName}) has expired. A renewal was attempted and failed with error {ErrorCode}. The server logon session ({Luid}) has stopped delegating the user's credential. F,"{ClientPrincipalName, EndTime, ErrorCode, Luid, RenewUntil, ServicePrincipalName, StartTime, TicketFlags}"
authentication,error,Microsoft-Windows-Security-Kerberos,2147483667,,etw,W11+W2022,False,ok,uncapped,sweep,icate for the domain controller does not contain the KDC Extended Key Usage (EKU): 1.3.6.1.5.2.3.5: Error Code {ErrorCode}. The domain administrator will need to obtain a certificate with the KDC EKU ,{ErrorCode}
authentication,error,Microsoft-Windows-Security-Kerberos,2147483668,,etw,W11+W2022,False,ok,uncapped,sweep,does not have the DNS name of domain {DomainName} in the Subject Alternative Name (SAN) attribute: Error Code {ErrorCode}. The domain administrator will need to obtain a KDC certificate with the DNS d,"{DomainName, ErrorCode}"
authentication,error,Microsoft-Windows-Security-Kerberos,3221225480,,etw,W11+W2022,False,ok,uncapped,sweep,troller rejected the client certificate of user {Message}; used for smart card logon. The following error was returned from the certificate validation process: {Name}.,"{Message, Name}"
authentication,error,Microsoft-Windows-Shell-AuthUI,5001,Microsoft-Windows-Authentication User Interface/Operational,log,W11+W2022,False,ok,uncapped,sweep,Logon user interface creation failed. Details: {Error},{Error}
authentication,error,Microsoft-Windows-Shell-AuthUI,5002,Microsoft-Windows-Authentication User Interface/Operational,log,W11+W2022,False,ok,uncapped,sweep,Logon user interface RPC server startup failed. Details: {Error},{Error}
authentication,error,Microsoft-Windows-Shell-AuthUI,5010,Microsoft-Windows-Authentication User Interface/Operational,log,W11+W2022,False,ok,uncapped,sweep,The credential provider thread creation failed. Details: {Error},{Error}
authentication,error,Microsoft-Windows-TerminalServices-ClientActiveXCore,1005,Microsoft-Windows-TerminalServices-RDPClient/Analytic,analytic,W11+W2022,False,ok,uncapped,sweep,Client failed to logon on to the server (Error = {Error Code}),{}
authentication,error,Microsoft-Windows-User Device Registration,214,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,nable to lookup Local Security Authority (LSA) authentication package. Package name: {PackageName}. Error: {NtStatus},"{NtStatus, PackageName}"
authentication,error,Microsoft-Windows-User Device Registration,215,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,failed. Authentication package identifier: {PackageId}. Authentication package name: {PackageName}. Error: {NtStatus},"{NtStatus, PackageId, PackageName}"
authentication,error,Microsoft-Windows-User Device Registration,221,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,Unable to connect to the LDAP server {Server}:{Port} using authentication method {AuthMethod}. Error: {ErrorCode},"{AuthMethod, ErrorCode, Port, Server}"
authentication,error,Microsoft-Windows-User Device Registration,305,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,uire access token. Exit code: {ExitCode} Tenant Name: {TenantName} Tenant Type: {TenantType} Server error: {ServerErrorMessage},"{ExitCode, ServerErrorMessage, TenantName, TenantType}"
authentication,error,Microsoft-Windows-User Device Registration,327,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,PIN that has been created to use in place of the current user's logon password. User SID: {UserSid} Error: {ErrorCode},"{ErrorCode, UserSid}"
authentication,error,Microsoft-Windows-User Device Registration,328,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,er a PIN has been created to use in place of the current user's logon password. User SID: {UserSid} Error: {ErrorCode},"{ErrorCode, UserSid}"
authentication,error,Microsoft-Windows-User Device Registration,373,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,ration failed. Exit code: {ExitCode} Request ID: {RequestId} Time: {Time} HTTP status: {HttpStatus} Error code: {ErrorCode} Error subcode: {ErrorSubCode} Server error message: {ServerErrorMessage} Ser,"{ErrorCode, ErrorSubCode, ExitCode, HttpStatus, RequestId, ServerErrorMessage, ServerResponse, Time}"
authentication,error,Microsoft-Windows-User Device Registration,377,Microsoft-Windows-User Device Registration/Admin,log,W2022,False,ok,uncapped,sweep,erDisplayName} User image URL: {UserImageUrl} Key algorithm: {KeyAlgorithm} Auth token: {AuthToken} Request ID: {RequestId} Flags: {Flags},"{AuthToken, ExitCode, Flags, KeyAlgorithm, KeyDisplayName, RequestId, UPN, UserDisplayName, UserImageUrl}"
